sentence_1	sentence_2	score
The only other JI member to reveal similar information is Omar al Faruq, now held by the United States at a secret location.	The only other JI member to reveal similar information is Omar al Faruq now held at a secret location by the United States	1
He had served nine years in prison, including two on death row, when he was released by a judge and pardoned by the governor.	He was sentenced to more than seven years in prison after pleading guilty to charges including securities fraud	0
The attack took place under cover of fog at the Erez crossing on the border between Israel and the Gaza Strip.	The attack by the three militant groups took place here at Erez the main border crossing between Israel and Gaza	1
Leung, who faces a maximum of 50 years in prison if convicted, also told the judge that she understood her constitutional rights.	He faces up to 10 years in prison and a 250000 fine if convicted	0
A member of the chart-topping collective So Solid Crew dumped a loaded pistol in an alleyway as he fled from police, a court heard yesterday.	A member of the rap group So Solid Crew threw away a loaded gun during a police chase Southwark Crown Court was told yesterday	1
Funny Cide is looking to become horse racing's first Triple Crown winner in a generation.	French troops defend a group of foreigners as they board helicopters for evacuation from the European Union compound in Monrovia, Liberia.	0
The Democratic Republic of Congo's war began in 1998 when Uganda and Rwanda invaded together to back rebels trying to topple Kinshasa.	Great Train Robber Ronnie Biggs was back in jail tonight after being treated in hospital for pneumonia.	0
Shares of MONY were gaining $2.57, or 9%, to $31.90 in after-hours trading on Instinet.	Shares of LendingTree soared 599 or 401 percent to 2068 in afternoon trading on the Nasdaq Stock Market	1
It is the highest reading since the index was created in August 1997.	The reading for both August and July is the best seen since the survey began in August 1997	1
We remain hopeful that the city will agree to work with us and engage in good-faith discussions on this issue.	Ross Garber Rowlands lawyer said Tuesday he would attend the meeting and would ask to speak on the issue	0
Recall backers say they have collected 1,600,000 signatures, approaching twice the 897,158 needed to force an election.	Recall sponsors say they have submitted 16 million signatures	0
People just love e-mail, and it really bothers them that spam is ruining such a good thing, said Deborah Fallows, senior research fellow with the Pew project.	Some are also used to send spam email messages to boost traffic to the sites	0
IBM (NYSE: IBM)  was the fastest-growing vendor, with sales jumping 37 percent to 220,000 units.	In September 2002, the nearby Gard region was hit by similar floods.	0
The Dow Jones industrial average was up 17 points to 9,090, while the Nasdaq composite index fell 10 points to 1,601.	In the first hour of trading the Dow Jones industrial average was up 34 points to 9107 while the Nasdaq composite index rose 2 points to 1612	1
On Wall Street, the Dow Jones Industrial Average rose 0.5 per cent at 9,905.8 and the Nasdaq Composite added 0.7 per cent at 1,995.1.	In Europe Frances CAC40 rose 06 percent Britains FTSE 100 slipped 002 percent and Germanys DAX index advanced 08 percent	1
I believe it is my duty to not only represent Australia but the people of the world as one to take a stance against terrorism. 	Its closest relative is found in the Seychelles Archipelago, near Madagascar in the Indian Ocean.	0
The little girl, the daughter of a teller, was taken to the bank after a doctor's appointment.	If the voluntary reliability standards had been complied with, we wouldn't have had a problem, Mr. Dhaliwal said.	0
The message to the public is: If you are thinking of getting a flu shot, don't wait any longer, he said. 	Mr. Rush is the only witness to the events in the pilothouse who has spoken to investigators.	0
A lieutenant colonel in the People's Liberation Army, Yang is the son of a teacher and an official at an agricultural firm.	The average teacher is a 15year veteran with a growing workload and slightly eroding interest in staying in teaching the work force portrait shows	0
The plan is expected be disclosed Monday morning at Tech Ed 2003 during a keynote by Paul Flessner, senior vice president of Microsoft's Server Platform Division.	The technology-laced Nasdaq Composite Index <.IXIC> rose 6 points, or 0.41 percent, to 1,498.	0
The impact of natural-gas shortages will touch virtually every American, Energy Secretary Spencer Abraham warned yesterday.	However the standards body warns that changes to Internet Explorer may affect a large number of existing Web sites	0
Atlanta's Hartsfield International Airport will test a nationwide security system that will collect fingerprints and take photographs of millions of foreign visitors each year.	Chances are he will see people who year after year pick the same place to sit	0
The new group ambitiously expects to issue guidelines by the end of the year and release products by late 2004.	The group expects to roll out the first products by the second half of 2004	0
